date,country,Percentage of IT jobs
2018-04-21T18:30:00.000Z,US,0.0726202996288312
2018-04-28T18:30:00.000Z,US,0.0748141771963015
2018-05-05T18:30:00.000Z,US,0.0770353381631088
2018-05-12T18:30:00.000Z,US,0.0797800260507279
2018-05-19T18:30:00.000Z,US,0.0809734262567311
2018-05-26T18:30:00.000Z,US,0.0817494087810706
2018-06-02T18:30:00.000Z,US,0.0842556039806216
2018-06-09T18:30:00.000Z,US,0.0856454091215549
2018-06-16T18:30:00.000Z,US,0.0875076358775877
2018-06-23T18:30:00.000Z,US,0.0895429668319271
2018-06-30T18:30:00.000Z,US,0.0887668342664517
2018-07-07T18:30:00.000Z,US,0.0863246396862503
2018-07-14T18:30:00.000Z,US,0.0854058577982698
2018-07-21T18:30:00.000Z,US,0.0845765053969318
2018-07-28T18:30:00.000Z,US,0.0872105975059207
2018-08-04T18:30:00.000Z,US,0.0937832738248385
2018-08-11T18:30:00.000Z,US,0.100716906044183
2018-08-18T18:30:00.000Z,US,0.105876035696592
2018-08-25T18:30:00.000Z,US,0.109803943534089
2018-09-01T18:30:00.000Z,US,0.113322527376621
2018-09-08T18:30:00.000Z,US,0.114988190648646
2018-09-15T18:30:00.000Z,US,0.118231200139253
2018-09-22T18:30:00.000Z,US,0.122102445109691
2018-09-29T18:30:00.000Z,US,0.120717363368582
2018-10-06T18:30:00.000Z,US,0.119627879201185
2018-10-13T18:30:00.000Z,US,0.117600640143392
2018-10-20T18:30:00.000Z,US,0.115104081276473
2018-10-27T18:30:00.000Z,US,0.113584915746473
2018-11-03T18:30:00.000Z,US,0.112285205755949
2018-11-10T18:30:00.000Z,US,0.110211195411625
2018-11-17T18:30:00.000Z,US,0.108509864521041
2018-11-24T18:30:00.000Z,US,0.105274185894929
2018-12-01T18:30:00.000Z,US,0.103208602792968
2018-12-08T18:30:00.000Z,US,0.10490955128395
2018-12-15T18:30:00.000Z,US,0.106588128731806
2018-12-22T18:30:00.000Z,US,0.109467086544548
2018-12-29T18:30:00.000Z,US,0.112308551998594
2019-01-05T18:30:00.000Z,US,0.112078336062767
2019-01-12T18:30:00.000Z,US,0.112496212678255
2019-01-19T18:30:00.000Z,US,0.11159408921037
2019-01-26T18:30:00.000Z,US,0.111837195078337
2019-02-02T18:30:00.000Z,US,0.112147785907857
2019-02-09T18:30:00.000Z,US,0.114083131892303
2019-02-16T18:30:00.000Z,US,0.117802320053073
2019-02-23T18:30:00.000Z,US,0.120702878289838
2019-03-02T18:30:00.000Z,US,0.125157840163678
2019-03-09T18:30:00.000Z,US,0.128957570482552
2019-03-16T18:30:00.000Z,US,0.132533542643101
2019-03-23T18:30:00.000Z,US,0.134256798680512
2019-03-30T18:30:00.000Z,US,0.13498762214533
2019-04-06T18:30:00.000Z,US,0.135770734258653
2019-04-13T18:30:00.000Z,US,0.134781728954737
2019-04-20T18:30:00.000Z,US,0.133732692699054
2019-04-27T18:30:00.000Z,US,0.130287481850211
2019-05-04T18:30:00.000Z,US,0.126067012588546
2019-05-11T18:30:00.000Z,US,0.120567482873599
2019-05-18T18:30:00.000Z,US,0.116075545697454
2019-05-25T18:30:00.000Z,US,0.113247868666468
2019-06-01T18:30:00.000Z,US,0.111709678855997
2019-06-08T18:30:00.000Z,US,0.113771517666234
2019-06-15T18:30:00.000Z,US,0.114764304630864
2019-06-22T18:30:00.000Z,US,0.117612657135233
2019-06-29T18:30:00.000Z,US,0.12056515205166
2019-07-06T18:30:00.000Z,US,0.122433985849053
2019-07-13T18:30:00.000Z,US,0.12522210424806
2019-07-20T18:30:00.000Z,US,0.125509611706345
2019-07-27T18:30:00.000Z,US,0.125425321793765
2019-08-03T18:30:00.000Z,US,0.125700775089649
2019-08-10T18:30:00.000Z,US,0.125745776838364
2019-08-17T18:30:00.000Z,US,0.127991881765111
2019-08-24T18:30:00.000Z,US,0.131412240476453
2019-08-31T18:30:00.000Z,US,0.135497034076142
2019-09-07T18:30:00.000Z,US,0.138109535599822
2019-09-14T18:30:00.000Z,US,0.137933939156498
2019-09-21T18:30:00.000Z,US,0.137372201712236
2019-09-28T18:30:00.000Z,US,0.13606399106138
2019-10-05T18:30:00.000Z,US,0.136932183749599
2019-10-12T18:30:00.000Z,US,0.136006851534538
2019-10-19T18:30:00.000Z,US,0.1349658128671
2019-10-26T18:30:00.000Z,US,0.132916247691776
2019-11-02T18:30:00.000Z,US,0.131161131490566
2019-11-09T18:30:00.000Z,US,0.129957648493347
2019-11-16T18:30:00.000Z,US,0.129235445533724
2019-11-23T18:30:00.000Z,US,0.128923094689643
